sep=,
Well,Depth,Clay,Quartz,Carbonates,TOC,Formation,Sonic,GammaRay,NeutronPorosity,Resistivity,Density,Photoelectric,AvgPorosity,RHOMAA,UMA,GR_Dens,PEF_Dens
Luna-1,10587.6,9.148331403,82.99821034,7.853458259,4.050490838,La Renta Inferior,78.48427,37.5738,0.1756,22.0286,2.3754,2.7236,0.18565,2.688954381,7.830557426,15.8178833,1.146585838
Luna-1,10601.6,14.03360457,82.05643031,3.909965127,5.017067675,La Renta Inferior,83.93221,47.4338,0.2118,11.5956,2.3564,2.8941,0.2093,2.715442013,8.492484179,20.12977423,1.228187065
Luna-1,10617.21,4.864121815,86.34873639,8.7871418,0.446264026,La Luna (Galembo),84.97173,43.164,0.1825,24.1074,2.5125,4.3023,0.149,2.777320799,12.61460488,17.17970149,1.712358209
Luna-1,10637.3,7.968421053,87.31578947,4.715789474,4.73911413,La Luna (Galembo),84.01044,53.0928,0.1899,22.5377,2.3718,3.271,0.19385,2.701668424,9.503482975,22.38502403,1.379121342
Luna-1,10656.92,0.882415479,73.74016585,25.37741867,3.888436066,La Luna (Galembo),79.89373,37.9279,0.19,8.4601,2.4395,3.2655,0.1741,2.742947088,9.540062054,15.54740726,1.338593974
Luna-1,10659.3,0.931907233,77.96251191,21.10558085,3.943787867,La Luna (Galembo),73.26966,44.4497,0.1562,39.8025,2.4075,3.3728,0.16655,2.688763573,9.642739217,18.46301142,1.400955348
Luna-1,10696.08,17.07083599,62.48670496,20.44245905,8.068223475,La Luna (Galembo),74.21271,52.2457,0.1429,48.6846,2.421,3.7632,0.15595,2.683549553,10.70165535,21.58021479,1.554399009
Luna-1,10716,15.08995937,84.91004063,,4.042967052,La Luna (Galembo),84.32452,62.4189,0.1513,26.515,2.4972,3.8197,0.13785,2.736588761,10.98373814,24.99555502,1.529593144
Luna-1,10716.46,9.128411254,76.51787603,14.35371271,4.042967052,La Luna (Galembo),86.161,80.6908,0.1472,21.3212,2.5125,3.8538,0.13135,2.741207621,11.07119956,32.11574129,1.533850746
Luna-1,10729.7,20.72549852,53.80780653,25.46669495,3.296687302,La Luna (Galembo),72.71301,99.0726,0.1802,27.3501,2.4539,3.927,0.165,2.741197605,11.44187461,40.37352785,1.600309711
Luna-1,10734.08,17.6558497,52.42314261,29.92100769,2.685101222,La Luna (Galembo),70.94276,107.001,0.176,19.5648,2.5022,4.0875,0.14875,2.764698972,11.92759765,42.76276876,1.633562465
Luna-1,10738,11.94894347,69.70932103,18.34173549,8.951942838,La Luna (Galembo),75.02095,86.1211,0.1037,49.0982,2.6021,4.9841,0.0834,2.747872573,14.10367293,33.096768,1.915414473
Luna-1,10755.5,1.586797842,39.64878874,58.76441341,1.899065247,La Luna (Galembo),79.6859,90.469,0.1506,79.9094,2.4608,4.0822,0.1482,2.714956563,11.70624297,36.76406047,1.658891417
Luna-1,10788,15.15221938,84.84778062,,0.464719805,La Luna (Galembo),84.11209,21.5723,0.1022,115.3139,2.5602,4.6611,0.0949,2.723787427,13.13213813,8.426021405,1.820599953
Luna-1,10789.96,8.354209781,63.26108267,28.38470755,2.185771021,La Luna (Galembo),78.43733,33.8142,0.1274,17.2503,2.5554,4.2506,0.1089,2.745483111,12.12830573,13.23244893,1.66337951
Luna-1,10813.38,0,20.03598645,79.96401355,2.320014732,La Luna (Galembo),82.07657,45.6506,0.1957,9.5827,2.4919,3.5172,0.16165,2.779567007,10.35806725,18.31959549,1.411453108
Luna-1,10832.46,22.96568098,62.34621196,14.68810706,2.333702015,La Luna (Galembo),90.27613,60.1772,0.2253,8.2458,2.4607,3.1719,0.18555,2.793480263,9.469358868,24.45531759,1.289023449
Luna-1,10859,0,100,,4.769128901,La Luna (Galembo),68.52283,188.2816,0.1443,106.7983,2.5038,5.4279,0.13245,2.733387125,15.58890095,75.19833853,2.167864845
Luna-1,10862.4,0,100,,4.769128901,La Luna (Galembo),71.6572,112.6805,0.1209,58.4474,2.584,5.6395,0.0973,2.754735793,16.08930763,43.60700464,2.18246904
Luna-1,10875.54,31.84167125,49.32380429,18.83452446,5.843008511,La Luna (Galembo),82.89137,114.0427,0.2385,8.1779,2.3633,5.9444,0.2206,2.749166025,17.88311588,48.25570177,2.515296408
Luna-1,10883.2,0,100,,4.049151978,La Luna (Galembo),75.9813,101.5467,0.1925,109.2648,2.4361,4.3131,0.17635,2.743580404,12.64975161,41.68412627,1.770493822
Luna-1,10887.7,13.45862383,86.54137617,,0.455073061,La Luna (Galembo),66.93584,115.7783,0.174,45.2479,2.4116,4.8046,0.17425,2.709476234,13.92630743,48.00891524,1.992287278
Luna-1,10893.13,4.886062533,69.04080551,26.07313196,0.503387978,La Luna (Galembo),76.15884,165.7006,0.2014,56.8619,2.5831,6.743,0.1378,2.83611691,20.12171573,64.14796175,2.610429329
Luna-1,10914.8,2.876140405,97.12385959,,4.100214811,La Luna (Galembo),73.29219,162.7902,0.1799,90.5428,2.4941,4.525,0.1531,2.764198843,13.23562699,65.27011748,1.814281705
Luna-1,10923.96,3.830687831,51.35449735,44.81481481,5.034727632,La Luna (Galembo),61.84347,148.4882,0.1966,93.7361,2.4538,4.6284,0.1732,2.758345428,13.63155288,60.51357079,1.886217296
Luna-1,10940,5.473795659,45.95023822,48.57596612,2.987126138,La Luna (Galembo),75.41565,111.142,0.1811,18.0389,2.4774,4.682,0.15855,2.755778715,13.69054822,44.8623557,1.889884556
Luna-1,10945.42,8.284210526,2.263157895,89.45263158,2.349023256,La Luna (Galembo),70.73625,108.4754,0.1524,95.5792,2.5061,4.8875,0.1358,2.742767878,14.09472778,43.28454571,1.950241411
Luna-1,10968.79,18.39178785,58.30838323,23.29982891,2.98444062,La Luna (Galembo),63.66448,86.9489,0.1775,98.3691,2.4642,4.6611,0.1606,2.744341196,13.5877801,35.28483889,1.891526662
Luna-1,10980.1,13.19850985,75.74241618,11.05907398,5.03919598,La Luna (Galembo),84.22153,90.4775,0.1395,40.2607,2.4803,4.5666,0.1369,2.715096744,13.04378169,36.47845019,1.841148248
Luna-1,10989.5,15.22536122,57.10588743,27.66875135,4.100193945,La Luna (Galembo),78.23088,62.8344,0.148,18.1819,2.5298,3.878,0.1267,2.75174625,11.16135853,24.83769468,1.532927504
Luna-1,11007.2,8.932162134,84.6227114,6.445126468,5.790774221,La Luna (Galembo),88.74107,45.4228,0.1368,49.8901,2.527,4.3641,0.1219,2.738981893,12.48961474,17.97499011,1.726988524
Luna-1,11010.17,4.213121784,37.44639794,58.34048027,1.620640667,La Luna (Galembo),65.26858,61.7867,0.196,22.2285,2.3744,3.4985,0.19615,2.709771724,10.21180991,26.02202662,1.473424865
Luna-1,11052.71,40.17560767,52.23257308,7.591819253,3.579189994,La Luna (Galembo),80.7896,102.1558,0.1747,56.1751,2.4323,3.5829,0.16855,2.722653196,10.3799539,41.99967109,1.473050199
Luna-1,11062,29.63671128,66.28425749,4.07903123,2.763784984,La Luna (Galembo),84.47449,111.3698,0.2587,13.1684,2.4665,3.857,0.20055,2.83438614,11.77436425,45.1529698,1.563754308
Luna-1,11088.54,45.57042702,51.7208413,2.708731676,2.815466546,La Luna (Galembo),87.0902,63.5079,0.1075,46.8915,2.5153,4.3757,0.11065,2.703828639,12.31334481,25.24863833,1.739633443
Luna-1,11108.92,19.27775396,43.49549936,37.22674668,1.578615032,La Luna (Galembo),79.19312,86.6831,0.2721,6.5665,2.5702,3.9389,0.1769,2.90766614,12.19209182,33.72620808,1.532526652
Luna-1,11110,19.72834558,51.79247384,28.47918058,1.578615032,La Luna (Galembo),78.4906,83.834,0.1963,8.6577,2.5494,4.1168,0.1451,2.812375716,12.1918586,32.8838158,1.614811328
Luna-1,11136.63,49.88224739,50.11775261,0,1.061149568,La Luna (Pujamana),86.27096,89.3216,0.3437,4.6465,2.5682,4.0075,0.2133,2.993390111,12.94700839,34.77984581,1.560431431
Luna-1,11154.92,57.44566387,39.07897568,3.475360448,0.544389712,La Luna (Pujamana),94.98205,40.2032,0.0747,46.3955,2.6621,4.9318,0.05135,2.752068729,13.81254391,15.10206228,1.852597573
Luna-1,11188,36.07540703,62.72493573,1.199657241,1.417676839,La Luna (Pujamana),91.07982,125.1609,0.3561,3.9698,2.4682,3.6893,0.24875,2.954342762,11.95548121,50.70938336,1.494733004
Luna-1,11230.96,9.220695578,76.45985401,14.31945041,2.378567408,La Luna (Pujamana),95.09381,87.363,0.3292,3.3666,2.4741,4.7187,0.2336,2.923408142,15.08055281,35.31102219,1.907238996
Luna-1,11264.79,47.25629438,52.34559931,0.398106305,2.441565765,La Luna (Pujamana),96.72581,97.0656,0.3162,3.9624,2.6229,8.8778,0.18355,2.987751853,28.40811638,37.00697701,3.384726829
Luna-1,11265,45.45160595,53.93403751,0.614356542,2.441565765,La Luna (Pujamana),96.72581,97.0656,0.3162,3.9624,2.6229,8.8778,0.18355,2.987751853,28.40811638,37.00697701,3.384726829
Luna-1,11300,38.31745692,61.36144707,0.321096008,1.655346787,La Luna (Pujamana),76.97467,77.8211,0.3145,4.3033,2.4189,5.284,0.24235,2.872764469,16.70994866,32.17210302,2.184464013
Luna-1,11324,40.9855383,55.89716122,3.117300482,1.79427663,La Luna (Pujamana),96.70364,100.0108,0.3368,3.9522,2.5181,3.6663,0.2245,2.957575758,11.75997425,39.71677058,1.455978714
Luna-1,11345.42,55.49002788,40.69268711,3.81728501,1.970701456,La Luna (Pujamana),97.93196,92.6229,0.3096,3.8339,2.5176,6.5329,0.21105,2.923569301,20.71323156,36.79015729,2.594891961
Luna-1,11366,41.77269325,56.32417406,1.903132685,1.310336207,La Luna (Pujamana),91.70401,111.364,0.3122,3.092,2.58,6.8083,0.1941,2.96054101,21.67559747,43.16434109,2.638875969
Luna-1,11388.58,54.62526767,45.02141328,0.353319058,1.655204399,La Luna (Pujamana),92.04074,123.401,0.3607,3.4378,2.4859,4.5425,0.2459,2.970428325,14.81136554,49.6403717,1.827306006
Luna-1,11408,47.17893606,48.41483074,4.406233208,2.515143025,La Luna (Pujamana),96.4277,105.8246,0.2762,2.9743,2.4888,9.8814,0.2028,2.867536377,30.72181174,42.52033108,3.970347155
Luna-1,11410.96,40.90132422,57.02691158,2.071764203,2.515143025,La Luna (Pujamana),97.95262,107.0751,0.2333,4.2218,2.5076,3.5064,0.17585,2.829278651,10.56206229,42.7002313,1.39830914
Luna-1,11433.38,47.79372101,51.58053727,0.62574172,1.167698174,La Luna (Pujamana),90.03683,92.1378,0.2775,3.9064,2.5438,3.4523,0.18735,2.899710823,10.69130098,36.22053621,1.357142857
Luna-1,11434.13,28.96279714,67.11438013,3.922822727,1.167698174,La Luna (Pujamana),89.96696,89.1723,0.2758,3.7852,2.5323,3.4043,0.18985,2.89137814,10.52371029,35.21395569,1.344350985
Luna-1,11468,54.63012525,43.42147522,1.948399529,1.08,La Luna (Pujamana),87.46061,94.7742,0.2704,3.7405,2.6191,6.8911,0.1618,2.931639227,21.4359103,36.18578901,2.631094651
Luna-1,11498,46.03090037,52.6691529,1.299946723,0.792166016,La Luna (Pujamana),88.26336,90.6196,0.2951,3.9631,2.5883,3.7531,0.18315,2.94442064,11.78009883,35.0112429,1.450025113
Luna-1,11505.1,29.32888793,69.40202194,1.269090127,0.902566525,La Luna (Pujamana),86.35806,91.4466,0.2274,5.0137,2.514,6.1699,0.171,2.826296743,18.60751339,36.37494033,2.454216388
Luna-1,11509.11,32.96938557,65.17876258,1.851851852,0.910866189,La Luna (Pujamana),86.79186,72.6217,0.2378,4.8426,2.5597,3.5079,0.16285,2.86310697,10.62861689,28.37117631,1.370434035
Luna-1,11520.11,32.61218807,66.72378708,0.664024847,1.019588933,La Luna (Pujamana),82.45959,68.0142,0.177,6.774,2.514,3.8846,0.1458,2.772418637,11.34744135,27.05417661,1.545186953
Luna-1,11525.1,39.9957406,59.96166542,0.042593973,1.018503509,La Luna (Pujamana),88.13806,91.5052,0.276,4.7417,2.503,6.8119,0.1985,2.875233936,21.14901522,36.55821015,2.721494207
Luna-1,11528,36.74840085,61.85501066,1.396588486,1.121902905,La Luna (Pujamana),88.11968,88.8075,0.263,4.4832,2.506,7.0872,0.19115,2.861902701,21.83958484,35.43794892,2.828092578
Luna-1,11529.11,42.79255033,56.91678329,0.29066638,1.121902905,La Luna (Pujamana),87.75603,87.3075,0.2786,4.3957,2.5327,5.0996,0.19115,2.89491253,15.84988801,34.47210487,2.013503376
Luna-1,11535.1,34.38034188,64.41239316,1.207264957,1.873725728,La Luna (Pujamana),89.43054,76.7767,0.263,4.9943,2.5113,3.2572,0.1896,2.86488154,9.976562636,30.57249233,1.297017481
Luna-1,11539.11,44.73881798,55.20755122,0.053630806,1.873725728,La Luna (Pujamana),89.31927,58.1658,0.1938,12.6447,2.5616,3.8198,0.1403,2.816447598,11.30004616,22.70682386,1.491177389
Luna-1,11545.1,34.55575751,64.26814926,1.176093232,1.311662468,La Luna (Pujamana),87.28778,98.7713,0.2775,5.5395,2.5282,3.4567,0.1919,2.891102586,10.69580366,39.06783482,1.367257337
Luna-1,11550.3,31.27187865,67.20059404,1.527527315,1.370668972,La Luna (Pujamana),87.53868,104.3719,0.2865,5.8329,2.5614,3.5467,0.1867,2.91983278,11.05516707,40.74798938,1.384672445
Luna-1,11555.2,35.87835652,59.98058881,4.141054675,1.810357388,La Luna (Pujamana),83.2794,94.3813,0.263,5.7324,2.5383,3.5119,0.1817,2.879872907,10.78260512,37.1828783,1.383563803
Luna-1,11556.17,34.66996345,61.78241238,3.547624167,1.798215419,La Luna (Pujamana),82.66745,91.8665,0.2529,5.1089,2.5226,3.5034,0.18125,2.859664122,10.68342209,36.41738682,1.388805201
Luna-1,11564.11,42.76689153,56.47285577,0.760252704,2.073531451,La Luna (Pujamana),91.52359,103.475,0.3179,5.4537,2.5047,5.2623,0.21895,2.926509186,16.7351742,41.31233281,2.100970176
Luna-1,11570.1,47.93902963,49.97853156,2.082438815,2.059300083,La Luna (Pujamana),92.11584,112.6649,0.2961,4.8411,2.5507,3.5239,0.19465,2.925498231,11.04002822,44.17018858,1.381542322
Luna-1,11575.2,37.12940169,61.28652467,1.584073638,1.98995122,La Luna (Pujamana),90.23497,95.6598,0.2937,6.3091,2.5161,3.3173,0.20355,2.903572101,10.3520416,38.01907714,1.318429315
Luna-1,11579.11,41.64968358,54.52107691,3.829239515,2.127399545,La Luna (Pujamana),89.659,97.3767,0.2517,6.402,2.5208,3.8117,0.18115,2.857238811,11.62356764,38.62928435,1.512099334
Luna-1,11585.1,32.15924859,64.21176219,3.62898922,1.746898183,La Luna (Pujamana),84.30797,81.3685,0.2369,7.0576,2.5189,3.6553,0.1743,2.839530096,11.04539805,32.3031879,1.451149311
Luna-1,11585.13,25.03477051,71.10302771,3.862201776,1.746898183,La Luna (Pujamana),84.30797,81.3685,0.2369,7.0576,2.5189,3.6553,0.1743,2.839530096,11.04539805,32.3031879,1.451149311
Luna-1,11590.1,45.18868939,53.98344264,0.827867971,2.12364855,La Luna (Pujamana),91.91232,88.3402,0.2838,5.6329,2.526,3.8928,0.1957,2.897302002,12.10414373,34.97236738,1.541092637
Luna-1,11595,35.57960146,61.59202914,2.828369402,1.967267709,La Luna (Pujamana),86.66874,104.1433,0.3095,5.1303,2.5376,3.4772,0.20515,2.934453041,10.9720925,41.04007724,1.370271122
Luna-1,11605.2,34.81737627,61.94078236,3.241841366,1.675269121,La Luna (Pujamana),87.51755,71.9513,0.2224,7.1007,2.5304,3.5839,0.1637,2.829965323,10.74596504,28.4347534,1.416337338
Luna-1,11608.83,31.7347924,65.61527733,2.649930265,1.675269121,La Luna (Pujamana),87.56171,82.8259,0.2357,5.7529,2.5501,3.2076,0.1646,2.855518315,9.692842662,32.47947139,1.257833026
Luna-1,11610.1,40.43482895,58.12639881,1.438772248,1.675269121,La Luna (Pujamana),87.54437,86.683,0.2518,5.733,2.5378,3.221,0.17625,2.866828528,9.816241335,34.15674994,1.269209552
Luna-1,11615.1,40.80472103,57.33905579,1.856223176,1.711120619,La Luna (Pujamana),88.14817,101.0301,0.2618,5.318,2.5212,4.4825,0.1861,2.869025679,13.77101487,40.07222751,1.777923211
Luna-1,11619.11,40.24623222,57.65230312,2.101464657,1.699362637,La Luna (Pujamana),87.48884,105.2091,0.2601,5.5769,2.5207,3.5447,0.1854,2.866805794,10.85492916,41.73804895,1.406236363
Luna-1,11624.11,41.08252947,57.43837085,1.479099678,1.620090615,La Luna (Pujamana),87.39236,102.7186,0.2534,5.2209,2.5304,3.3997,0.1792,2.864522417,10.37158977,40.59381916,1.343542523
Luna-1,11630.1,41.55857963,56.85732511,1.584095258,1.374705238,La Luna (Pujamana),86.37035,81.9405,0.2345,5.5992,2.5268,3.4138,0.1708,2.841292812,10.29979479,32.42856577,1.351036885
Luna-1,11632,26.79661562,71.23273,1.970654386,1.374705238,La Luna (Pujamana),86.54863,91.1157,0.2611,5.4163,2.5626,3.136,0.17365,2.890966298,9.620001936,35.55595879,1.223757122
Luna-1,11634.1,37.98697833,60.23054755,1.782474117,1.266987342,La Luna (Pujamana),86.02057,83.6377,0.2526,5.2944,2.5125,3.298,0.18405,2.853667504,10.04252712,33.28863682,1.312636816
Luna-1,11640.1,29.99351492,68.46087332,1.54561176,1.496707395,La Luna (Pujamana),85.8522,84.158,0.2387,5.5078,2.5295,3.3743,0.17215,2.847556925,10.20621713,33.27060684,1.333979047
Luna-1,11645.1,33.4605598,64.23876166,2.300678541,1.319428741,La Luna (Pujamana),86.8047,78.8366,0.2251,6.087,2.5482,3.1206,0.15985,2.842766173,9.369741022,30.93815242,1.22462915
Luna-1,11649.11,36.04577241,62.15299852,1.801229074,1.578684211,La Luna (Pujamana),86.748,79.7635,0.2377,5.9504,2.548,3.169,0.1662,2.856560326,9.58444711,31.30435636,1.243720565
Luna-1,11654.11,31.49957519,66.03653356,2.463891249,1.347066989,La Luna (Pujamana),86.89064,80.0969,0.2328,6.7125,2.5601,3.1306,0.16025,2.857814826,9.448674082,31.28662943,1.222842858
Luna-1,11654.17,26.14267407,71.74284494,2.114480991,1.347066989,La Luna (Pujamana),86.89064,80.0969,0.2328,6.7125,2.5601,3.1306,0.16025,2.857814826,9.448674082,31.28662943,1.222842858
Luna-1,11660,32.55813953,65.07341121,2.368449255,2.145730198,La Luna (Pujamana),87.82513,82.5634,0.2691,6.9871,2.54,3.5979,0.18425,2.887833282,11.08984493,32.50527559,1.416496063
Luna-1,11660.2,50.89644681,42.76866239,6.334890796,2.145730198,La Luna (Pujamana),87.82513,82.5634,0.2691,6.9871,2.54,3.5979,0.18425,2.887833282,11.08984493,32.50527559,1.416496063
Luna-1,11664.11,19.64285714,77.18135158,3.175791275,1.83,La Luna (Pujamana),86.53299,95.3024,0.2579,6.3761,2.5272,3.3508,0.1824,2.867906067,10.24577025,37.71066793,1.32589427
Luna-1,11669.11,44.85552831,54.98453993,0.159931762,1.340157427,La Luna (Pujamana),87.09982,75.6831,0.2251,7.6326,2.5168,3.1631,0.16905,2.825380588,9.478747313,30.07116179,1.256794342
Luna-1,11670.1,27.49202976,69.92561105,2.582359192,1.340157427,La Luna (Pujamana),87.2487,74.6468,0.223,7.8763,2.5213,3.2077,0.1667,2.825633025,9.60545303,29.60647285,1.272240511
Luna-1,11674.11,37.06077112,59.64968493,3.28954395,2.069451312,La Luna (Pujamana),89.30832,93.5494,0.2596,6.3177,2.5135,3.3863,0.18725,2.862196247,10.35723168,37.2187786,1.347244878
Luna-1,11680.2,24.04777276,72.72433828,3.227888961,1.337566342,La Luna (Pujamana),85.26225,98.8045,0.24,6.631,2.5146,3.2616,0.17715,2.8406757,9.859688108,39.29233278,1.29706514
Luna-1,11684,25.313118,71.20413096,3.482751044,2.182199701,La Luna (Pujamana),86.85314,73.9777,0.2013,7.651,2.5318,3.2239,0.15275,2.807966952,9.543694329,29.21940912,1.273362825
Luna-1,11685.2,35.88064828,62.54159064,1.577761082,2.182199701,La Luna (Pujamana),87.67828,81.6085,0.2235,6.6457,2.5154,3.1811,0.16865,2.822818308,9.523562807,32.44354775,1.264649757
Luna-1,11690.1,31.05970952,67.72458311,1.21570737,1.930198265,La Luna (Pujamana),86.5771,76.303,0.2212,7.0128,2.5168,3.3406,0.1671,2.821106976,9.994083419,30.31746662,1.327320407
Luna-1,11694.96,17.22519376,81.42124222,1.353564021,1.952857937,La Luna (Pujamana),86.86345,87.777,0.2533,6.6811,2.5111,3.3537,0.1848,2.853655545,10.21721795,34.95559715,1.335550157
Luna-1,11695.2,26.27509932,71.97465908,1.750241598,2.155043796,La Luna (Pujamana),86.86345,87.777,0.2533,6.6811,2.5111,3.3537,0.1848,2.853655545,10.21721795,34.95559715,1.335550157
Luna-1,11700.2,28.9781177,69.70469513,1.317187168,2.032941082,La Luna (Pujamana),86.82375,79.998,0.2389,7.5279,2.5157,3.2379,0.17625,2.84,9.78143858,31.79949915,1.287077155
Luna-1,11704.11,28.56989708,70.42238422,1.007718696,2.032941082,La Luna (Pujamana),84.6377,68.2806,0.2294,8.0192,2.5196,3.083,0.1704,2.831726133,9.260760366,27.09977774,1.223606922
Luna-1,11709.11,30.45723507,67.87520172,1.667563206,2.156894477,La Luna (Pujamana),84.61089,57.4824,0.1938,17.0466,2.5187,3.2875,0.15285,2.792716756,9.684000767,22.82224957,1.305236829
Luna-1,11715.1,16.74013547,81.36759488,1.892269648,1.772509242,La Luna (Salada),78.42535,59.5216,0.1854,15.4583,2.467,2.8805,0.16375,2.75426009,8.39978296,24.12711796,1.167612485
Luna-1,11719.11,8.551576697,89.81293426,1.635489043,1.459097561,La Luna (Salada),76.83929,42.8293,0.155,17.8873,2.4492,2.8519,0.15375,2.712496307,8.163070582,17.487057,1.164421035
Luna-1,11724.1,7.545175948,89.92919793,2.525626123,1.622029029,La Luna (Salada),79.43457,34.467,0.1407,18.0332,2.475,3.3101,0.13905,2.713223764,9.434894593,13.92606061,1.337414141
Luna-1,11724.29,2.592592593,95.1005291,2.306878307,1.622029029,La Luna (Salada),79.10464,34.0153,0.1474,22.5803,2.4591,3.0841,0.14705,2.710651269,8.805422721,13.83241836,1.254158025
Luna-1,11728.11,4.503744331,85.96139648,9.534859192,1.437344681,La Luna (Salada),68.22383,25.1103,0.091,55.1983,2.4728,3.0438,0.11485,2.663898774,8.438438276,10.15460207,1.230912326
Luna-1,11740,3.173431734,91.90300474,4.923563521,1.469315157,La Luna (Salada),77.9812,31.0307,0.1409,19.4988,2.4462,3.429,0.1476,2.696621305,9.75389465,12.68526694,1.401766004
Luna-1,11745.3,7.505872304,91.44778988,1.046337818,1.658853535,La Luna (Salada),82.02757,50.8126,0.1584,18.2185,2.4773,2.7065,0.14725,2.732395192,7.776238581,20.51128244,1.092520082
Luna-1,11750.2,14.21411815,85.12476008,0.661121774,1.684167939,La Luna (Salada),83.07974,59.8322,0.1917,13.7072,2.4641,3.0398,0.16775,2.759206969,8.89936459,24.28156325,1.233634999
Luna-1,11755.2,20.4443495,78.73317667,0.82247383,1.662742701,La Luna (Salada),81.87724,57.2722,0.209,10.0098,2.5081,4.7707,0.16355,2.802976867,14.20720625,22.83489494,1.90211714
Luna-1,11761.1,23.81716977,75.5940912,0.588739028,1.633586727,La Luna (Salada),83.71501,54.4618,0.1793,10.2297,2.5092,3.1276,0.14835,2.772089473,9.127692033,21.70484617,1.246453053
Luna-1,11761.96,26.9851587,72.65735023,0.357491063,1.633586727,La Luna (Salada),84.16144,70.7102,0.2264,7.2264,2.5223,3.1144,0.16805,2.829797464,9.341217765,28.03401657,1.234746065
Luna-1,11765.2,37.16368314,62.70768571,0.12863115,1.503807784,La Luna (Salada),84.16415,83.9494,0.2248,7.1429,2.5372,3.3675,0.16295,2.836449436,10.10996476,33.0874192,1.327250512
Luna-1,11774.7,26.21380127,73.38787814,0.398320594,1.983967963,La Luna (Salada),81.80686,61.2602,0.2002,12.831,2.5378,3.4965,0.15045,2.810134777,10.35629769,24.13909686,1.377768146
Luna-1,11780.5,10.45255162,83.45993367,6.087514711,2.293399064,La Luna (Salada),72.68781,41.4769,0.1233,79.8972,2.4817,3.1401,0.1284,2.699977054,8.867125023,16.71309989,1.265302011
Luna-1,11780.63,4.131161687,67.93226189,27.93657642,2.293399064,La Luna (Salada),72.68781,41.4769,0.1233,79.8972,2.4817,3.1401,0.1284,2.699977054,8.867125023,16.71309989,1.265302011
Luna-1,11785.3,12.29752771,84.13256607,3.569906223,2.155860172,La Luna (Salada),83.30785,44.0034,0.1114,34.7545,2.4944,3.1295,0.11875,2.69577305,8.790751546,17.64087556,1.254610327
Luna-1,11800,12.17900906,82.36547682,5.455514118,2.278659176,La Luna (Salada),75.16273,46.891,0.0995,96.4531,2.5039,3.4737,0.11005,2.689870217,9.71152585,18.72718559,1.387315787
Luna-1,11804.11,41.23567834,56.76196595,2.002355713,1.563703155,La Luna (Salada),83.44316,70.0611,0.1918,19.5685,2.4805,3.0625,0.163,2.768817204,8.978531959,28.24474904,1.234630115
Luna-1,11810.1,6.043134743,75.66730728,18.28955798,1.431849986,La Luna (Salada),65.38982,47.1439,0.1029,100.7559,2.5862,4.4333,0.08765,2.738587165,12.51885292,18.22902328,1.714213905
Luna-1,11815.2,12.69067797,79.47033898,7.838983051,1.63,La Luna (Salada),81.4675,81.2907,0.2226,8.9711,2.5024,3.1123,0.172,2.814492754,9.302197488,32.48509431,1.243726023
Luna-1,11818.88,5.653785071,91.98517734,2.361037586,2.729622409,La Luna (Salada),76.69292,66.699,0.1569,54.3473,2.4743,2.9447,0.14735,2.729079927,8.458800457,26.95671503,1.190114376
Luna-1,11819.11,9.636617001,84.4141923,5.949190696,2.729622409,La Luna (Salada),76.69292,66.699,0.1569,54.3473,2.4743,2.9447,0.14735,2.729079927,8.458800457,26.95671503,1.190114376
Luna-1,11825.1,39.11532007,53.17669624,7.707983697,2.081662592,La Luna (Salada),84.20499,91.0081,0.2625,8.494,2.5412,3.7917,0.1806,2.880888455,11.64897247,35.81304108,1.492090351
Luna-1,11830.1,39.44973772,54.44813189,6.102130393,2.152083899,La Luna (Salada),85.85153,80.8169,0.2225,12.3791,2.5233,3.4947,0.16585,2.826170353,10.47203921,32.02825665,1.38497206
Luna-1,11835.2,53.72300419,45.90093478,0.376061029,1.767118908,La Luna (Salada),80.72478,95.6093,0.2661,7.0251,2.549,4.9741,0.1801,2.889254787,15.35422722,37.50855237,1.951392703
Luna-1,11839,24.00556031,66.42429427,9.570145423,1.767118908,La Luna (Salada),81.18225,88.3868,0.2206,15.7832,2.5445,4.0827,0.1587,2.835849281,12.25375033,34.73641187,1.604519552
Luna-1,11845.2,20.23121387,74.71633483,5.052451295,3.030138234,La Luna (Salada),83.49875,78.6572,0.1919,20.2589,2.4935,3.2887,0.15925,2.776390128,9.658933631,31.54489673,1.318909164
Luna-1,11847,19.72723368,66.97809278,13.29467354,2.537618427,La Luna (Salada),82.97354,78.406,0.2088,22.1774,2.4997,3.2721,0.1659,2.797985853,9.706651924,31.36616394,1.30899708
Luna-1,11849.1,15.94666667,75.808,8.245333333,3.216738,La Luna (Salada),80.77449,61.144,0.1553,32.477,2.5097,3.9959,0.1362,2.747742533,11.53092178,24.36307128,1.592182333
Luna-1,11855.2,4.779528392,77.96341334,17.25705826,3.389555946,La Luna (Salada),76.6191,68.476,0.1855,80.6856,2.4437,3.6859,0.1706,2.740655896,10.75709408,28.02144289,1.508327536
Luna-1,11856.79,17.18716805,70.53324835,12.2795836,3.389555946,La Luna (Salada),76.15273,53.5417,0.1292,87.4699,2.5312,4.4283,0.1169,2.733891971,12.62650092,21.15269437,1.74948641
Luna-1,11860.2,0.569440051,79.7110619,19.71949805,3.572100121,La Luna (Salada),80.19476,75.9991,0.1565,108.5841,2.4729,3.9325,0.14755,2.727843275,11.32137281,30.73278337,1.590238182
